7668,20.jpg,1,0.5808732
7668,37.jpg,1,0.2574107
7668,53.jpg,1,0.7103737
7668,81.jpg,1,0.9967218
13417,12.jpg,0,0.0
13417,30.jpg,0,0.0
13417,53.jpg,2,0.10468047
13417,54.jpg,1,0.34427252
13417,67.jpg,0,0.0
13417,71.jpg,1,0.29148236
13417,96.jpg,2,0.100544415
9193,41.jpg,0,0.0
9193,45.jpg,1,0.8298215
9193,51.jpg,5,0.030637423
9193,81.jpg,1,0.6043637
9193,82.jpg,1,0.90922546
9193,85.jpg,1,0.7965862
9193,88.jpg,1,0.8190042
9193,89.jpg,1,0.8683445
14397,12.jpg,1,0.54883254
14397,15.jpg,2,0.2503035
14397,22.jpg,1,0.25708085
14397,57.jpg,1,0.7394734
14397,58.jpg,5,0.03450298
14397,73.jpg,2,0.19219963
14397,80.jpg,1,0.50808084
14397,84.jpg,1,0.2966445
14397,88.jpg,1,0.3497306
14397,93.jpg,1,0.6908259
14397,95.jpg,1,0.15796506
11796,17.jpg,1,0.5295434
11796,29.jpg,2,0.2552226
11796,44.jpg,1,0.44082588
11796,65.jpg,2,0.2428174
11796,67.jpg,1,0.58019435
11796,72.jpg,1,0.8626681
11796,89.jpg,3,0.095649175
11796,91.jpg,1,0.5313786
2988,29.jpg,1,0.9773252
2988,53.jpg,1,0.9563945
2988,58.jpg,1,0.998024
2988,61.jpg,5,0.057569038
2988,71.jpg,1,0.9905077
2988,79.jpg,1,0.98103863
2988,87.jpg,1,0.99753284
2988,92.jpg,1,0.998387
2988,97.jpg,0,0.0
2988,98.jpg,1,0.9744028
12673,18.jpg,2,0.20546174
12673,34.jpg,1,0.14034928
12673,36.jpg,0,0.0
12673,52.jpg,1,0.17622815
12673,88.jpg,0,0.0
12673,96.jpg,0,0.0
13826,16.jpg,1,0.37735623
13826,22.jpg,1,0.18230085
13826,25.jpg,1,0.19505292
13826,47.jpg,4,0.051378064
13826,57.jpg,1,0.9594352
13826,58.jpg,1,0.9854756
13826,63.jpg,0,0.0
13826,77.jpg,0,0.0
13826,93.jpg,0,0.0
13826,99.jpg,3,0.07836036
6899,11.jpg,1,0.88008404
6899,18.jpg,1,0.9959716
6899,21.jpg,1,0.9350168
6899,31.jpg,1,0.994722
6899,46.jpg,2,0.09999923
6899,59.jpg,1,0.8678113
6899,62.jpg,1,0.2521892
6899,89.jpg,0,0.0
10075,55.jpg,0,0.0
10075,64.jpg,0,0.0
10075,71.jpg,1,0.8754126
10075,75.jpg,1,0.80352235
9873,16.jpg,1,0.97292095
9873,23.jpg,3,0.086580664
9873,31.jpg,1,0.82735264
9873,36.jpg,1,0.8448072
9873,40.jpg,1,0.50773925
9873,49.jpg,1,0.9852203
9873,67.jpg,1,0.97074
9873,77.jpg,2,0.29023546
9873,81.jpg,1,0.9960788
9873,95.jpg,1,0.18551905
9873,98.jpg,1,0.9876249
207,28.jpg,1,0.31940457
207,33.jpg,0,0.0
207,36.jpg,1,0.81442577
207,46.jpg,1,0.31128657
207,50.jpg,1,0.9006453
207,51.jpg,4,0.049823612
207,54.jpg,1,0.5971838
207,63.jpg,0,0.0
207,64.jpg,1,0.3118297
207,66.jpg,1,0.16094762
207,71.jpg,5,0.039148003
207,72.jpg,0,0.0
207,78.jpg,1,0.15393242
207,79.jpg,2,0.08050097
207,95.jpg,1,0.8200393
207,96.jpg,2,0.18629232
207,98.jpg,2,0.27857295
11176,100.jpg,1,0.69596016
11176,12.jpg,1,0.9903566
11176,33.jpg,1,0.7766453
11176,38.jpg,1,0.877736
11176,61.jpg,1,0.4765752
11176,69.jpg,1,0.62728816
11176,78.jpg,1,0.8494536
11176,93.jpg,1,0.7517575
11176,99.jpg,1,0.80846727
5166,14.jpg,0,0.0
5166,21.jpg,1,0.181555
5166,23.jpg,1,0.82699656
5166,33.jpg,1,0.69383687
5166,37.jpg,0,0.0
5166,38.jpg,3,0.053618606
5166,44.jpg,1,0.45451155
5166,58.jpg,1,0.6064442
5166,77.jpg,0,0.0
5166,83.jpg,2,0.09646846
614,17.jpg,1,0.517427
614,18.jpg,1,0.40844163
614,29.jpg,1,0.6050534
614,45.jpg,1,0.5305689
614,53.jpg,1,0.47506744
614,58.jpg,1,0.8617575
614,59.jpg,1,0.29992753
614,60.jpg,0,0.0
614,61.jpg,5,0.043381866
614,68.jpg,1,0.51445127
614,69.jpg,1,0.66126007
614,76.jpg,1,0.15495
614,79.jpg,1,0.6312871
614,84.jpg,1,0.7843913
614,86.jpg,1,0.77594113
5163,15.jpg,1,0.36412618
5163,41.jpg,1,0.88613063
5163,42.jpg,1,0.2555022
5163,46.jpg,0,0.0
5163,59.jpg,2,0.07367412
5163,60.jpg,2,0.15910375
5163,65.jpg,0,0.0
5163,72.jpg,0,0.0
5163,78.jpg,2,0.3325353
5163,79.jpg,1,0.5237234
5163,85.jpg,3,0.04903775
5163,92.jpg,1,0.28708687
5163,95.jpg,4,0.072235234
5163,98.jpg,1,0.0868845
9256,14.jpg,1,0.2964535
9256,18.jpg,2,0.13524322
9256,25.jpg,1,0.37427816
9256,39.jpg,0,0.0
9256,42.jpg,1,0.955938
9256,72.jpg,1,0.6884568
9256,73.jpg,1,0.86367977
9256,84.jpg,1,0.9895682
9256,91.jpg,2,0.21048588
4954,13.jpg,0,0.0
4954,22.jpg,1,0.13523506
4954,25.jpg,0,0.0
4954,30.jpg,1,0.12830243
4954,32.jpg,3,0.09018021
4954,34.jpg,2,0.16794153
4954,35.jpg,0,0.0
4954,41.jpg,0,0.0
4954,55.jpg,1,0.25538185
4954,57.jpg,0,0.0
4954,62.jpg,0,0.0
4954,63.jpg,0,0.0
11356,16.jpg,1,0.39413682
11356,20.jpg,1,0.8343338
11356,21.jpg,1,0.6552045
11356,25.jpg,0,0.0
11356,49.jpg,2,0.09669915
11356,53.jpg,1,0.7462756
11356,54.jpg,1,0.2492648
11356,59.jpg,1,0.91660184
11356,65.jpg,1,0.50284916
11356,70.jpg,1,0.8017533
11356,77.jpg,1,0.30578798
11356,90.jpg,1,0.54756886
6597,18.jpg,1,0.39125586
6597,20.jpg,1,0.37494314
6597,23.jpg,1,0.26018074
6597,29.jpg,2,0.114447445
6597,42.jpg,1,0.67127657
6597,46.jpg,0,0.0
6597,51.jpg,2,0.2973529
6597,78.jpg,1,0.5581178
6597,82.jpg,2,0.30424806
6597,96.jpg,2,0.27798012
11073,19.jpg,1,0.99120003
11073,21.jpg,1,0.9880143
11073,42.jpg,1,0.59381676
11073,43.jpg,1,0.97078997
11073,56.jpg,1,0.6079242
11073,58.jpg,2,0.22712961
